name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Honda Civic LX,Honda,Red,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Rallye Red,Black,6-Speed Manual,FWD,2HGFC2E58JH523508
2018 Honda Civic EX,Honda,Blue,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F7XJE028446
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Gray,Automatic CVT,FWD,19XFC2F50JE005420
2018 Honda Civic EX,Honda,Black,23890,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H59JU211079
2018 Honda Civic EX-T,Honda,Red,23275,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Rallye Red,Black,Automatic CVT,FWD,2HGFC1F32JH640895
2018 Honda Civic EX,Honda,Black,23890,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H5XJU209664
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F59JE020675
2018 Honda Civic EX,Honda,Blue,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Dyno Blue Pearl,Black,Automatic CVT,FWD,19XFC2F76JE025396
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F5XJE014268
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F52JE007119
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F52JE007069
2018 Honda Civic EX,Honda,Black,23890,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H54JU207926
2018 Honda Civic EX,Honda,White,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Taffeta White,Black,Automatic CVT,FWD,19XFC2F75JE022733
2018 Honda Civic Si,Honda,White,24990,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Taffeta White,Black,6-Speed Manual,FWD,2HGFC3A50JH751823
2018 Honda Civic EX,Honda,Gray,24040,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Polished Metal Metallic,Black,Automatic CVT,FWD,SHHFK7H59JU216587
2018 Honda Civic EX-L,Honda,Silver,24775,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC1F72JE000022
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F5XJE028705
2018 Honda Civic LX,Honda,Blue,19730,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Aegean Blue Metallic,Black,6-Speed Manual,FWD,19XFC2E51JE016864
2018 Honda Civic LX,Honda,Gray,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Modern Steel,Black,Automatic CVT,FWD,19XFC2F55JE011620
2018 Honda Civic LX,Honda,Blue,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Cosmic Blue,Gray,Automatic CVT,FWD,19XFC2F55JE018650
2018 Honda Civic EX,Honda,Blue,24040,Richardson Motors,(563) 239-2187,4.9,222,,77,Aegean Blue,Black,Automatic CVT,FWD,SHHFK7H56JU214134
2018 Honda Civic LX,Honda,Silver,19249,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black,Automatic CVT,FWD,19XFC2F50JE022914
2018 Honda Civic LX,Honda,Silver,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black,Automatic CVT,FWD,19XFC2F59JE006839
2018 Honda Civic LX,Honda,White,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Taffeta White,Ivory,Automatic CVT,FWD,19XFC2F58JE015970
2018 Honda Civic EX,Honda,Gray,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,Gray,Gray,Automatic CVT,FWD,19XFC2F74JE023646
2018 Honda Civic EX,Honda,Blue,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,Blue,Black,Automatic CVT,FWD,19XFC2F70JE028620
2018 Honda Civic EX,Honda,White,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,White,Black,Automatic CVT,FWD,19XFC2F71JE018968
2018 Honda Civic EX,Honda,White,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,White,Black,Automatic CVT,FWD,19XFC2F79JE028602
2018 Honda Civic EX,Honda,White,23130,Richardson Motors,(563) 239-2187,4.9,222,,77,White Orchid Pearl,Black,Automatic CVT,FWD,19XFC2F87JE028400
2018 Honda Civic EX-T,Honda,Blue,23290,Richardson Motors,(563) 239-2187,4.9,222,,77,Aegean Blue,Black,Automatic CVT,FWD,19XFC1F35JE001355
2018 Honda Civic EX,Honda,Gray,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC2F71JE027590
2018 Honda Civic LX,Honda,White,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,19XFC2F55JE026375
2018 Honda Civic LX,Honda,Gray,21530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC2F67JE026239
2018 Honda Civic LX,Honda,Silver,20940,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Silver,,continuously variable (cvt),Front Wheel Drive,2HGFC4B51JH302560
2018 Honda Civic EX,Honda,Gray,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC2F73JE027266
2018 Honda Civic LX,Honda,Blue,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Blue,,continuously variable (cvt),Front Wheel Drive,19XFC2F52JE026480
2018 Honda Civic EX,Honda,Black,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Crystal Black Pearl,,continuously variable,Front Wheel Drive,SHHFK7H58JU211817
2018 Honda Civic EX,Honda,Black,22490,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,6-SPEED M/T,Front Wheel Drive,19XFC1E31JE001564
2018 Honda Civic EX,Honda,Purple,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Purple,,continuously variable (cvt),Front Wheel Drive,19XFC2F73JE022326
2018 Honda Civic LX,Honda,White,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,19XFC2F58JE023826
2018 Honda Civic LX,Honda,Gray,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC2F58JE028525
2018 Honda Civic LX,Honda,White,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,19XFC2F55JE017515
2018 Honda Civic EX,Honda,Other,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,2HGFC2F74JH538412
2018 Honda Civic Sport Touring,Honda,Other,29540,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,SHHFK7H98JU216552
2018 Honda Civic EX,Honda,Other,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F72JE022978
2018 Honda Civic Touring,Honda,Other,27590,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC1F98JE002598
2018 Honda Civic LX,Honda,Black,20140,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Black/Gray,6-Speed Manual w/OD,FWD,2HGFC4A55JH302787
2018 Honda Civic EX,Honda,Blue,23130,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Cosmic Blue Metallic,Gray,CVT w/OD,FWD,19XFC2F83JE028412
2018 Honda Civic LX,Honda,Gray,21530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Black,CVT w/OD,FWD,19XFC2F65JE024425
2018 Honda Civic EX-L Navi,Honda,Gray,26540,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Polished Metal Metallic,Black,CVT w/OD,FWD,SHHFK7H79JU214646
2018 Honda Civic EX-T,Honda,Gray,23290,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Black,CVT w/OD,FWD,JHMFC1F33JX000462
2018 Honda Civic EX-L,Honda,Blue,24790,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Cosmic Blue Metallic,Gray,CVT w/OD,FWD,19XFC1F71JE002165
2018 Honda Civic EX-L,Honda,Silver,24790,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Lunar Silver Metallic,Black,CVT w/OD,FWD,19XFC1F7XJE001614
2018 Honda Civic EX,Honda,Black,22130,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Black,CVT w/OD,FWD,19XFC2F75JE025244
2018 Honda Civic LX,Honda,Other,20530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,,Gray,CVT w/OD,FWD,19XFC2F55JE029759
2018 Honda Civic Sport Touring,Honda,Gray,29540,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Polished Metal Metallic,Black,CVT w/OD,FWD,SHHFK7H97JU216543
2018 Honda Civic LX,Honda,Gray,20530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Black,CVT w/OD,FWD,19XFC2F51JE016104
2018 Honda Civic EX-L,Honda,White,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal,Black,Automatic CVT,FWD,JHMFC1F73JX002795
2018 Honda Civic Si,Honda,White,24975,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,White Orchid Pearl,Black,6-Speed Manual,FWD,2HGFC3A55JH750683
2018 Honda Civic LX,Honda,Black,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F57JE025910
2018 Honda Civic EX,Honda,Gray,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Gray Metallic,Black,Automatic CVT,FWD,19XFC2F76JE018318
2018 Honda Civic EX,Honda,Silver,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F79JE016109
2018 Honda Civic LX,Honda,Blue,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F54JE025055
2018 Honda Civic EX,Honda,Black,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Ivory,Automatic CVT,FWD,19XFC2F71JE028948
2018 Honda Civic LX,Honda,Red,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F59JE024483
2018 Honda Civic LX,Honda,Silver,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F52JE014717
2018 Honda Civic LX,Honda,Red,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F51JE025384
2017 Honda Civic LX,Honda,Black,20825,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,2HGFC4B55HH310834
2018 Honda Civic LX,Honda,Blue,21940,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Aegean Blue Metallic,Blk Gry,continuously variable (cvt),Front Wheel Drive,2HGFC4B04JH300418
2018 Honda Civic EX-L Navi,Honda,Other,26375,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Pol Met Met,Blk Lth-Trimmed,continuously variable,Front Wheel Drive,SHHFK7H72JU201494
2018 Honda Civic EX-L,Honda,Blue,24790,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Cosmic Blue Metallic,Gry Lth,continuously variable (cvt),Front Wheel Drive,19XFC1F74JE000992
2018 Honda Civic EX,Honda,Black,23890,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Blk Fabric,continuously variable,Front Wheel Drive,SHHFK7H54JU208509
2018 Honda Civic EX,Honda,Silver,22130,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Lunar Silver Metallic,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F72JE011379
2018 Honda Civic Touring,Honda,Blue,27590,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Aegean Blue Metallic,Blk Lth,continuously variable (cvt),Front Wheel Drive,19XFC1F96JE001269
2018 Honda Civic EX,Honda,Gray,22130,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Modern Stl Met,Gray,continuously variable (cvt),Front Wheel Drive,19XFC2F79JE027594
2018 Honda Civic LX,Honda,Gray,20530,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Modern Stl Met,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F5XJE028543
2018 Honda Civic EX,Honda,Blue,22130,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Aegean Blue Metallic,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F74JE023047
2018 Honda Civic Sport,Honda,Black,23340,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Blk Fabric,continuously variable,Front Wheel Drive,SHHFK7H40JU213665
2018 Honda Civic LX,Honda,Gray,20530,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Modern Stl Met,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F53JE028545
2018 Honda Civic EX,Honda,White,23290,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,White Orchid Pearl,Ivory Seat Trim,continuously variable (cvt),Front Wheel Drive,19XFC1F32JE002396
2018 Honda Civic LX,Honda,White,21740,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,White Orchid Pearl,Blk Fabric,continuously variable,Front Wheel Drive,SHHFK7H29JU212481
2018 Honda Civic Sport Touring,Honda,Black,29375,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Blk Lth-Trimmed,continuously variable,Front Wheel Drive,SHHFK7H93JU201103
2018 Honda Civic EX,Honda,Red,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F73JH527692
2018 Honda Civic LX,Honda,Silver,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F54JE022916
2018 Honda Civic LX,Honda,Gray,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Gray,Automatic CVT,FWD,19XFC2F57JE018360
2018 Honda Civic LX,Honda,Black,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,6-Speed Manual,FWD,19XFC2E53JE008183
2018 Honda Civic LX,Honda,Red,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F56JH517592
2018 Honda Civic EX,Honda,Blue,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F70JE012529
2018 Honda Civic EX,Honda,Gray,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Black,Automatic CVT,FWD,19XFC2F7XJE020993
2018 Honda Civic EX,Honda,Black,23130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F89JE026809
2018 Honda Civic Touring,Honda,Blue,27590,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC1F92JE001270
2018 Honda Civic LX,Honda,Red,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Rallye Red,Black,6-Speed Manual,FWD,2HGFC2E50JH516844
2018 Honda Civic LX,Honda,Silver,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F55JE005364
2018 Honda Civic EX,Honda,Silver,22115,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F74JE002747
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Ivory,Automatic CVT,FWD,19XFC2F59JE016545
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F5XJE001665
2018 Honda Civic Sport,Honda,White,22390,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Black,6-Speed Manual,FWD,SHHFK7G46JU212540
2018 Honda Civic EX,Honda,Silver,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F78JE025707
2018 Honda Civic LX,Honda,Blue,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,6-Speed Manual,FWD,19XFC2E58JE016876
2018 Honda Civic LX,Honda,Silver,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F56JE017913
2018 Honda Civic LX,Honda,Blue,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Gray,6-Speed Manual,FWD,19XFC2E59JE020810
2018 Honda Civic LX,Honda,Red,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F54JH538473
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F50JE020712
2018 Honda Civic LX,Honda,Red,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F5XJH538459
2018 Honda Civic EX,Honda,Red,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F7XJH538429
