name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43375,The Audi Exchange,(847) 739-9944,4.9,574,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS9JR017277
2018 Audi Q3 2.0T Sport Premium,Audi,White,37950,The Audi Exchange,(847) 739-9944,4.9,574,,99,Cortina White,Chestnut Brown,6-Speed Automatic,AWD,WA1ECCFS6JR016993
2018 Audi Q3 2.0T Premium Plus,Audi,Black,42800,The Audi Exchange,(847) 739-9944,4.9,574,,99,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS0JR017104
2018 Audi Q3 2.0T Premium Plus,Audi,Black,43425,The Audi Exchange,(847) 739-9944,4.9,574,,99,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS8JR020896
2018 Audi Q3 2.0T Sport Premium,Audi,Gray,38625,The Audi Exchange,(847) 739-9944,4.9,574,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS9JR022092
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS4JR017185
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS9JR017215
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS4JR016943
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS2JR022062
2018 Audi Q3 2.0T Premium Plus,Audi,White,40170,The Audi Exchange,(847) 739-9944,4.9,574,,99,Cortina White,Black,6-Speed Automatic,AWD,WA1JCCFS7JR024986
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFSXJR022018
2018 Audi Q3 2.0T Premium,Audi,White,35950,The Audi Exchange,(847) 739-9944,4.9,574,,99,Cortina White,Black,6-Speed Automatic,FWD,WA1BCCFS3JR022270
2018 Audi Q3 2.0T Premium Plus,Audi,White,42120,The Audi Exchange,(847) 739-9944,4.9,574,,99,Cortina White,Black,6-Speed Automatic,AWD,WA1JCCFS5JR024968
2018 Audi Q3 2.0T Sport Premium,Audi,Red,39615,Audi North Shore,(414) 375-4847,3.5,14,,72,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR016872
2018 Audi Q3 2.0T Premium Plus,Audi,Black,40550,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS6JR026356
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43150,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Utopia Blue Metallic,Black,6-Speed Automatic w/OD,AWD,WA1JCCFS8JR014709
2018 Audi Q3 2.0T Premium Plus,Audi,Other,39350,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Cortina_White,,6-Speed Automatic w/OD,AWD,WA1JCCFS9JR026173
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43400,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,96,Utopia Blue Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS6JR012859
2018 Audi Q3 2.0T Premium,Audi,Gray,37845,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1ECCFS0JR026080
2018 Audi Q3 2.0T Sport Premium,Audi,Gray,39615,Audi North Shore,(414) 375-4847,3.5,14,,72,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR016856
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43375,The Audi Exchange,(847) 739-9944,4.9,574,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS8JR016959
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41125,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1JCCFS9JR026352
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS5JR021438
2018 Audi Q3 2.0T Premium Plus,Audi,White,43625,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS8JR023331
2018 Audi Q3 2.0T Premium Plus,Audi,White,40875,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS4JR013539
2018 Audi Q3 2.0T Premium Plus,Audi,White,41275,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS5JR025277
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41125,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Gray,,6-Speed Automatic w/OD,AWD,WA1JCCFS5JR026378
2018 Audi Q3 2.0T Premium Plus,Audi,Red,41675,The Audi Exchange,(847) 739-9944,4.9,574,,99,Misano Red Pearl Effect,Rock Gray,6-Speed Automatic,AWD,WA1JCCFS9JR020325
2018 Audi Q3 2.0T Premium Plus,Audi,Black,39350,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS2JR026144
2018 Audi Q3 2.0T Premium Plus,Audi,Red,44570,Audi North Shore,(414) 375-4847,3.5,14,,72,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS3JR010003
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,38175,The Audi Exchange,(847) 739-9944,4.9,574,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS7JR025427
2018 Audi Q3 2.0T Premium Plus,Audi,White,40745,The Audi Exchange,(847) 739-9944,4.9,574,,99,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFSXJR025033
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,44475,The Audi Exchange,(847) 739-9944,4.9,574,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS7JR021327
2018 Audi Q3 2.0T Premium Plus,Audi,White,41125,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Glacier_White,,6-Speed Automatic w/OD,AWD,WA1JCCFS8JR026181
2018 Audi Q3 2.0T Premium Plus,Audi,Black,40700,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Brilliant_Black,,6-Speed Automatic w/OD,AWD,WA1JCCFS3JR026248
2018 Audi Q3 2.0T Premium Plus,Audi,White,41275,Audi Hoffman Estates,(847) 961-4989,4.9,1175,,97,Glacier_White,,6-Speed Automatic w/OD,AWD,WA1JCCFSXJR025999
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,38025,The Audi Exchange,(847) 739-9944,4.9,574,,99,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFSXJR025177
2018 Audi Q3 2.0T Premium Plus,Audi,White,41525,Bergstrom Imports on Victory Lane,(877) 245-2925,4.1,390,,96,Glacier White Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS1JR024742
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Black,40950,Audi North Shore,(414) 375-4847,3.5,14,,72,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS7JR024681
2018 Audi Q3 2.0T Premium Plus,Audi,Black,37070,The Audi Exchange,(847) 739-9944,4.9,574,,99,Brilliant Black,Black,6-Speed Automatic,FWD,WA1HCCFS8JR025238
2018 Audi Q3 2.0T Sport Premium,Audi,Black,44465,Audi North Shore,(414) 375-4847,3.5,14,,72,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1JCCFSXJR017076
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,,Napleton Autowerks Loves Park,(815) 916-4212,4.9,511,,55,Florett Silver Metallic,Black,6-Speed Automatic,AWD,WA1JCCFS9JR016436
2018 Audi Q3 2.0T Sport Premium,Audi,Red,,International Autos,(414) 203-5342,3.8,56,,68,Misano Red Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS3JR010003
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1JCCFS6JR021870
2018 Audi Q3 2.0T Sport Premium quattro,Audi,White,,International Autos,(414) 203-5342,3.8,56,,68,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD,WA1JCCFS0JR024151
2018 Audi Q3 2.0T Premium Plus,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,68,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS4JR006753
2018 Audi Q3 2.0T Sport Premium,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,68,Mythos Black Metallic,Black,6-Speed Automatic,AWD,WA1ECCFS7JR006652
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Black,,International Autos,(414) 203-5342,3.8,56,,68,Brilliant Black,Black,6-Speed Automatic,AWD,WA1JCCFS1JR023753
2018 Audi Q3 2.0T Sport Premium quattro,Audi,Gray,,International Autos,(414) 203-5342,3.8,56,,68,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD,WA1ECCFS5JR024793
